#    L    TT             EE             BB             TE             PP             TP             EP          
  1945   0.219268E+03   0.121266E+02   0.000000E+00  -0.165764E+02   0.215384E-08   0.678360E-06  -0.858337E-07
  1946   0.219227E+03   0.120972E+02   0.000000E+00  -0.167672E+02   0.215189E-08   0.679762E-06  -0.856213E-07
  1947   0.219199E+03   0.120664E+02   0.000000E+00  -0.169555E+02   0.214994E-08   0.681135E-06  -0.854003E-07
  1948   0.219183E+03   0.120343E+02   0.000000E+00  -0.171412E+02   0.214800E-08   0.682477E-06  -0.851707E-07
  1949   0.219179E+03   0.120010E+02   0.000000E+00  -0.173243E+02   0.214606E-08   0.683790E-06  -0.849324E-07
  1950   0.219187E+03   0.119663E+02   0.000000E+00  -0.175046E+02   0.214412E-08   0.685073E-06  -0.846857E-07
  1951   0.219208E+03   0.119303E+02   0.000000E+00  -0.176822E+02   0.214218E-08   0.686325E-06  -0.844305E-07
  1952   0.219240E+03   0.118931E+02   0.000000E+00  -0.178568E+02   0.214024E-08   0.687546E-06  -0.841668E-07
  1953   0.219283E+03   0.118547E+02   0.000000E+00  -0.180286E+02   0.213831E-08   0.688738E-06  -0.838948E-07
  1954   0.219338E+03   0.118151E+02   0.000000E+00  -0.181974E+02   0.213638E-08   0.689899E-06  -0.836146E-07
  1955   0.219403E+03   0.117743E+02   0.000000E+00  -0.183630E+02   0.213446E-08   0.691029E-06  -0.833262E-07
  1956   0.219479E+03   0.117322E+02   0.000000E+00  -0.185257E+02   0.213253E-08   0.692129E-06  -0.830296E-07
  1957   0.219565E+03   0.116891E+02   0.000000E+00  -0.186852E+02   0.213061E-08   0.693198E-06  -0.827250E-07
  1958   0.219662E+03   0.116448E+02   0.000000E+00  -0.188413E+02   0.212869E-08   0.694237E-06  -0.824125E-07
  1959   0.219768E+03   0.115994E+02   0.000000E+00  -0.189943E+02   0.212677E-08   0.695246E-06  -0.820921E-07
  1960   0.219884E+03   0.115529E+02   0.000000E+00  -0.191438E+02   0.212486E-08   0.696223E-06  -0.817639E-07
  1961   0.220009E+03   0.115053E+02   0.000000E+00  -0.192900E+02   0.212295E-08   0.697171E-06  -0.814280E-07
  1962   0.220143E+03   0.114566E+02   0.000000E+00  -0.194327E+02   0.212104E-08   0.698088E-06  -0.810844E-07
  1963   0.220287E+03   0.114068E+02   0.000000E+00  -0.195719E+02   0.211913E-08   0.698974E-06  -0.807333E-07
  1964   0.220438E+03   0.113560E+02   0.000000E+00  -0.197076E+02   0.211723E-08   0.699830E-06  -0.803746E-07
  1965   0.220597E+03   0.113042E+02   0.000000E+00  -0.198396E+02   0.211533E-08   0.700655E-06  -0.800086E-07
  1966   0.220765E+03   0.112514E+02   0.000000E+00  -0.199680E+02   0.211343E-08   0.701450E-06  -0.796352E-07
  1967   0.220940E+03   0.111975E+02   0.000000E+00  -0.200926E+02   0.211153E-08   0.702215E-06  -0.792545E-07
  1968   0.221122E+03   0.111428E+02   0.000000E+00  -0.202136E+02   0.210964E-08   0.702948E-06  -0.788666E-07
  1969   0.221313E+03   0.110870E+02   0.000000E+00  -0.203307E+02   0.210775E-08   0.703652E-06  -0.784717E-07
  1970   0.221509E+03   0.110304E+02   0.000000E+00  -0.204441E+02   0.210586E-08   0.704324E-06  -0.780696E-07
  1971   0.221712E+03   0.109729E+02   0.000000E+00  -0.205536E+02   0.210397E-08   0.704966E-06  -0.776607E-07
  1972   0.221921E+03   0.109146E+02   0.000000E+00  -0.206592E+02   0.210209E-08   0.705578E-06  -0.772448E-07
  1973   0.222136E+03   0.108553E+02   0.000000E+00  -0.207608E+02   0.210021E-08   0.706158E-06  -0.768222E-07
  1974   0.222357E+03   0.107952E+02   0.000000E+00  -0.208584E+02   0.209833E-08   0.706709E-06  -0.763928E-07
  1975   0.222583E+03   0.107343E+02   0.000000E+00  -0.209521E+02   0.209645E-08   0.707228E-06  -0.759567E-07
  1976   0.222814E+03   0.106726E+02   0.000000E+00  -0.210417E+02   0.209458E-08   0.707717E-06  -0.755141E-07
  1977   0.223050E+03   0.106102E+02   0.000000E+00  -0.211272E+02   0.209271E-08   0.708176E-06  -0.750650E-07
  1978   0.223290E+03   0.105469E+02   0.000000E+00  -0.212087E+02   0.209084E-08   0.708604E-06  -0.746094E-07
  1979   0.223533E+03   0.104830E+02   0.000000E+00  -0.212859E+02   0.208897E-08   0.709001E-06  -0.741475E-07
  1980   0.223782E+03   0.104183E+02   0.000000E+00  -0.213590E+02   0.208711E-08   0.709367E-06  -0.736794E-07
  1981   0.224033E+03   0.103530E+02   0.000000E+00  -0.214280E+02   0.208524E-08   0.709703E-06  -0.732050E-07
  1982   0.224288E+03   0.102871E+02   0.000000E+00  -0.214928E+02   0.208338E-08   0.710009E-06  -0.727245E-07
  1983   0.224545E+03   0.102205E+02   0.000000E+00  -0.215534E+02   0.208153E-08   0.710283E-06  -0.722380E-07
  1984   0.224805E+03   0.101533E+02   0.000000E+00  -0.216098E+02   0.207967E-08   0.710527E-06  -0.717455E-07
  1985   0.225068E+03   0.100856E+02   0.000000E+00  -0.216620E+02   0.207782E-08   0.710741E-06  -0.712471E-07
  1986   0.225333E+03   0.100172E+02   0.000000E+00  -0.217099E+02   0.207597E-08   0.710923E-06  -0.707430E-07
  1987   0.225600E+03   0.994846E+01   0.000000E+00  -0.217536E+02   0.207412E-08   0.711075E-06  -0.702330E-07
  1988   0.225868E+03   0.987916E+01   0.000000E+00  -0.217930E+02   0.207228E-08   0.711196E-06  -0.697174E-07
  1989   0.226137E+03   0.980941E+01   0.000000E+00  -0.218282E+02   0.207044E-08   0.711287E-06  -0.691963E-07
  1990   0.226407E+03   0.973915E+01   0.000000E+00  -0.218591E+02   0.206860E-08   0.711347E-06  -0.686696E-07
  1991   0.226678E+03   0.966851E+01   0.000000E+00  -0.218857E+02   0.206676E-08   0.711376E-06  -0.681375E-07
  1992   0.226950E+03   0.959742E+01   0.000000E+00  -0.219080E+02   0.206492E-08   0.711374E-06  -0.676001E-07
  1993   0.227220E+03   0.952597E+01   0.000000E+00  -0.219260E+02   0.206309E-08   0.711342E-06  -0.670573E-07
  1994   0.227491E+03   0.945422E+01   0.000000E+00  -0.219397E+02   0.206126E-08   0.711279E-06  -0.665094E-07
  1995   0.227761E+03   0.938209E+01   0.000000E+00  -0.219491E+02   0.205943E-08   0.711185E-06  -0.659564E-07
  1996   0.228031E+03   0.930959E+01   0.000000E+00  -0.219543E+02   0.205761E-08   0.711060E-06  -0.653983E-07
  1997   0.228299E+03   0.923687E+01   0.000000E+00  -0.219551E+02   0.205578E-08   0.710905E-06  -0.648352E-07
  1998   0.228565E+03   0.916393E+01   0.000000E+00  -0.219517E+02   0.205396E-08   0.710719E-06  -0.642672E-07
  1999   0.228830E+03   0.909069E+01   0.000000E+00  -0.219440E+02   0.205214E-08   0.710502E-06  -0.636945E-07
  2000   0.229092E+03   0.901723E+01   0.000000E+00  -0.219320E+02   0.205033E-08   0.710254E-06  -0.631169E-07
  2001   0.229353E+03   0.894361E+01   0.000000E+00  -0.219157E+02   0.204851E-08   0.709976E-06  -0.625347E-07
  2002   0.229611E+03   0.886985E+01   0.000000E+00  -0.218953E+02   0.204670E-08   0.709667E-06  -0.619480E-07
  2003   0.229865E+03   0.879594E+01   0.000000E+00  -0.218707E+02   0.204489E-08   0.709328E-06  -0.613568E-07
  2004   0.230117E+03   0.872188E+01   0.000000E+00  -0.218418E+02   0.204308E-08   0.708958E-06  -0.607611E-07
  2005   0.230366E+03   0.864782E+01   0.000000E+00  -0.218087E+02   0.204128E-08   0.708558E-06  -0.601612E-07
  2006   0.230611E+03   0.857361E+01   0.000000E+00  -0.217715E+02   0.203948E-08   0.708128E-06  -0.595571E-07
  2007   0.230852E+03   0.849940E+01   0.000000E+00  -0.217302E+02   0.203768E-08   0.707668E-06  -0.589488E-07
  2008   0.231089E+03   0.842519E+01   0.000000E+00  -0.216847E+02   0.203588E-08   0.707179E-06  -0.583365E-07
  2009   0.231321E+03   0.835098E+01   0.000000E+00  -0.216352E+02   0.203408E-08   0.706659E-06  -0.577203E-07
  2010   0.231550E+03   0.827685E+01   0.000000E+00  -0.215815E+02   0.203229E-08   0.706111E-06  -0.571002E-07
  2011   0.231772E+03   0.820271E+01   0.000000E+00  -0.215238E+02   0.203050E-08   0.705533E-06  -0.564764E-07
  2012   0.231990E+03   0.812865E+01   0.000000E+00  -0.214621E+02   0.202871E-08   0.704927E-06  -0.558489E-07
  2013   0.232202E+03   0.805466E+01   0.000000E+00  -0.213963E+02   0.202693E-08   0.704291E-06  -0.552178E-07
  2014   0.232408E+03   0.798082E+01   0.000000E+00  -0.213267E+02   0.202514E-08   0.703627E-06  -0.545832E-07
  2015   0.232609E+03   0.790713E+01   0.000000E+00  -0.212530E+02   0.202336E-08   0.702934E-06  -0.539453E-07
  2016   0.232803E+03   0.783366E+01   0.000000E+00  -0.211756E+02   0.202158E-08   0.702213E-06  -0.533041E-07
  2017   0.232991E+03   0.776034E+01   0.000000E+00  -0.210943E+02   0.201980E-08   0.701463E-06  -0.526596E-07
  2018   0.233173E+03   0.768724E+01   0.000000E+00  -0.210092E+02   0.201803E-08   0.700685E-06  -0.520120E-07
  2019   0.233348E+03   0.761444E+01   0.000000E+00  -0.209204E+02   0.201626E-08   0.699880E-06  -0.513614E-07
  2020   0.233516E+03   0.754186E+01   0.000000E+00  -0.208280E+02   0.201449E-08   0.699046E-06  -0.507078E-07
  2021   0.233677E+03   0.746965E+01   0.000000E+00  -0.207319E+02   0.201272E-08   0.698185E-06  -0.500514E-07
  2022   0.233831E+03   0.739770E+01   0.000000E+00  -0.206322E+02   0.201095E-08   0.697296E-06  -0.493922E-07
  2023   0.233978E+03   0.732612E+01   0.000000E+00  -0.205290E+02   0.200919E-08   0.696380E-06  -0.487304E-07
  2024   0.234117E+03   0.725491E+01   0.000000E+00  -0.204223E+02   0.200743E-08   0.695437E-06  -0.480660E-07
  2025   0.234248E+03   0.718408E+01   0.000000E+00  -0.203120E+02   0.200567E-08   0.694467E-06  -0.473991E-07
  2026   0.234371E+03   0.711365E+01   0.000000E+00  -0.201984E+02   0.200391E-08   0.693470E-06  -0.467298E-07
  2027   0.234485E+03   0.704365E+01   0.000000E+00  -0.200814E+02   0.200216E-08   0.692446E-06  -0.460582E-07
  2028   0.234591E+03   0.697409E+01   0.000000E+00  -0.199611E+02   0.200040E-08   0.691396E-06  -0.453844E-07
  2029   0.234688E+03   0.690500E+01   0.000000E+00  -0.198375E+02   0.199865E-08   0.690320E-06  -0.447085E-07
  2030   0.234777E+03   0.683639E+01   0.000000E+00  -0.197107E+02   0.199691E-08   0.689217E-06  -0.440305E-07
  2031   0.234857E+03   0.676830E+01   0.000000E+00  -0.195806E+02   0.199516E-08   0.688087E-06  -0.433506E-07
  2032   0.234927E+03   0.670073E+01   0.000000E+00  -0.194476E+02   0.199342E-08   0.686933E-06  -0.426688E-07
  2033   0.234988E+03   0.663371E+01   0.000000E+00  -0.193115E+02   0.199168E-08   0.685752E-06  -0.419853E-07
  2034   0.235040E+03   0.656727E+01   0.000000E+00  -0.191724E+02   0.198994E-08   0.684546E-06  -0.413001E-07
  2035   0.235083E+03   0.650142E+01   0.000000E+00  -0.190304E+02   0.198820E-08   0.683314E-06  -0.406134E-07
  2036   0.235115E+03   0.643617E+01   0.000000E+00  -0.188855E+02   0.198647E-08   0.682057E-06  -0.399251E-07
  2037   0.235137E+03   0.637154E+01   0.000000E+00  -0.187378E+02   0.198473E-08   0.680775E-06  -0.392355E-07
  2038   0.235150E+03   0.630755E+01   0.000000E+00  -0.185873E+02   0.198300E-08   0.679467E-06  -0.385445E-07
  2039   0.235152E+03   0.624422E+01   0.000000E+00  -0.184342E+02   0.198127E-08   0.678135E-06  -0.378523E-07
  2040   0.235144E+03   0.618156E+01   0.000000E+00  -0.182784E+02   0.197955E-08   0.676779E-06  -0.371590E-07
  2041   0.235125E+03   0.611959E+01   0.000000E+00  -0.181200E+02   0.197783E-08   0.675397E-06  -0.364647E-07
  2042   0.235095E+03   0.605832E+01   0.000000E+00  -0.179591E+02   0.197610E-08   0.673992E-06  -0.357694E-07
  2043   0.235055E+03   0.599779E+01   0.000000E+00  -0.177957E+02   0.197438E-08   0.672562E-06  -0.350733E-07
  2044   0.235003E+03   0.593799E+01   0.000000E+00  -0.176300E+02   0.197267E-08   0.671108E-06  -0.343764E-07
  2045   0.234942E+03   0.587895E+01   0.000000E+00  -0.174620E+02   0.197095E-08   0.669631E-06  -0.336788E-07
  2046   0.234869E+03   0.582069E+01   0.000000E+00  -0.172916E+02   0.196924E-08   0.668129E-06  -0.329807E-07
  2047   0.234784E+03   0.576321E+01   0.000000E+00  -0.171192E+02   0.196753E-08   0.666604E-06  -0.322820E-07
  2048   0.234689E+03   0.570655E+01   0.000000E+00  -0.169447E+02   0.196582E-08   0.665056E-06  -0.315830E-07
  2049   0.234583E+03   0.565071E+01   0.000000E+00  -0.167682E+02   0.196411E-08   0.663484E-06  -0.308837E-07
  2050   0.234465E+03   0.559571E+01   0.000000E+00  -0.165897E+02   0.196241E-08   0.661889E-06  -0.301841E-07
  2051   0.234336E+03   0.554154E+01   0.000000E+00  -0.164093E+02   0.196071E-08   0.660272E-06  -0.294844E-07
  2052   0.234195E+03   0.548823E+01   0.000000E+00  -0.162271E+02   0.195901E-08   0.658631E-06  -0.287847E-07
  2053   0.234043E+03   0.543580E+01   0.000000E+00  -0.160431E+02   0.195731E-08   0.656969E-06  -0.280849E-07
  2054   0.233879E+03   0.538424E+01   0.000000E+00  -0.158574E+02   0.195561E-08   0.655284E-06  -0.273853E-07
  2055   0.233703E+03   0.533358E+01   0.000000E+00  -0.156701E+02   0.195392E-08   0.653577E-06  -0.266858E-07
  2056   0.233516E+03   0.528382E+01   0.000000E+00  -0.154813E+02   0.195223E-08   0.651849E-06  -0.259865E-07
  2057   0.233316E+03   0.523497E+01   0.000000E+00  -0.152909E+02   0.195054E-08   0.650099E-06  -0.252876E-07
  2058   0.233105E+03   0.518705E+01   0.000000E+00  -0.150991E+02   0.194885E-08   0.648329E-06  -0.245890E-07
  2059   0.232881E+03   0.514005E+01   0.000000E+00  -0.149061E+02   0.194717E-08   0.646538E-06  -0.238909E-07
  2060   0.232646E+03   0.509401E+01   0.000000E+00  -0.147117E+02   0.194548E-08   0.644726E-06  -0.231932E-07
  2061   0.232399E+03   0.504892E+01   0.000000E+00  -0.145161E+02   0.194380E-08   0.642894E-06  -0.224962E-07
  2062   0.232140E+03   0.500479E+01   0.000000E+00  -0.143194E+02   0.194212E-08   0.641043E-06  -0.217998E-07
  2063   0.231869E+03   0.496163E+01   0.000000E+00  -0.141218E+02   0.194045E-08   0.639171E-06  -0.211042E-07
  2064   0.231586E+03   0.491946E+01   0.000000E+00  -0.139231E+02   0.193877E-08   0.637281E-06  -0.204093E-07
  2065   0.231292E+03   0.487827E+01   0.000000E+00  -0.137235E+02   0.193710E-08   0.635371E-06  -0.197154E-07
  2066   0.230985E+03   0.483807E+01   0.000000E+00  -0.135232E+02   0.193543E-08   0.633443E-06  -0.190224E-07
  2067   0.230666E+03   0.479888E+01   0.000000E+00  -0.133220E+02   0.193376E-08   0.631496E-06  -0.183303E-07
  2068   0.230336E+03   0.476069E+01   0.000000E+00  -0.131203E+02   0.193210E-08   0.629531E-06  -0.176394E-07
  2069   0.229994E+03   0.472351E+01   0.000000E+00  -0.129178E+02   0.193043E-08   0.627548E-06  -0.169497E-07
  2070   0.229640E+03   0.468736E+01   0.000000E+00  -0.127149E+02   0.192877E-08   0.625548E-06  -0.162611E-07
  2071   0.229275E+03   0.465222E+01   0.000000E+00  -0.125115E+02   0.192711E-08   0.623530E-06  -0.155739E-07
  2072   0.228896E+03   0.461811E+01   0.000000E+00  -0.123077E+02   0.192545E-08   0.621495E-06  -0.148880E-07
  2073   0.228507E+03   0.458502E+01   0.000000E+00  -0.121037E+02   0.192380E-08   0.619444E-06  -0.142036E-07
  2074   0.228106E+03   0.455298E+01   0.000000E+00  -0.118993E+02   0.192214E-08   0.617375E-06  -0.135207E-07
  2075   0.227694E+03   0.452197E+01   0.000000E+00  -0.116948E+02   0.192049E-08   0.615291E-06  -0.128394E-07
  2076   0.227269E+03   0.449200E+01   0.000000E+00  -0.114902E+02   0.191884E-08   0.613191E-06  -0.121598E-07
  2077   0.226833E+03   0.446307E+01   0.000000E+00  -0.112855E+02   0.191719E-08   0.611075E-06  -0.114819E-07
  2078   0.226385E+03   0.443518E+01   0.000000E+00  -0.110809E+02   0.191555E-08   0.608943E-06  -0.108057E-07
  2079   0.225926E+03   0.440835E+01   0.000000E+00  -0.108764E+02   0.191390E-08   0.606797E-06  -0.101315E-07
  2080   0.225455E+03   0.438256E+01   0.000000E+00  -0.106721E+02   0.191226E-08   0.604635E-06  -0.945919E-08
  2081   0.224974E+03   0.435783E+01   0.000000E+00  -0.104681E+02   0.191062E-08   0.602459E-06  -0.878891E-08
  2082   0.224481E+03   0.433414E+01   0.000000E+00  -0.102644E+02   0.190898E-08   0.600269E-06  -0.812071E-08
  2083   0.223978E+03   0.431151E+01   0.000000E+00  -0.100612E+02   0.190735E-08   0.598065E-06  -0.745467E-08
  2084   0.223463E+03   0.428994E+01   0.000000E+00  -0.985836E+01   0.190571E-08   0.595847E-06  -0.679086E-08
  2085   0.222938E+03   0.426941E+01   0.000000E+00  -0.965616E+01   0.190408E-08   0.593616E-06  -0.612936E-08
  2086   0.222402E+03   0.424993E+01   0.000000E+00  -0.945455E+01   0.190245E-08   0.591371E-06  -0.547022E-08
  2087   0.221855E+03   0.423150E+01   0.000000E+00  -0.925361E+01   0.190083E-08   0.589114E-06  -0.481354E-08
  2088   0.221299E+03   0.421411E+01   0.000000E+00  -0.905342E+01   0.189920E-08   0.586844E-06  -0.415937E-08
  2089   0.220731E+03   0.419777E+01   0.000000E+00  -0.885404E+01   0.189758E-08   0.584562E-06  -0.350778E-08
  2090   0.220153E+03   0.418247E+01   0.000000E+00  -0.865555E+01   0.189596E-08   0.582268E-06  -0.285886E-08
  2091   0.219565E+03   0.416821E+01   0.000000E+00  -0.845795E+01   0.189434E-08   0.579962E-06  -0.221266E-08
  2092   0.218966E+03   0.415498E+01   0.000000E+00  -0.826140E+01   0.189272E-08   0.577644E-06  -0.156927E-08
  2093   0.218358E+03   0.414278E+01   0.000000E+00  -0.806596E+01   0.189110E-08   0.575316E-06  -0.928749E-09
  2094   0.217740E+03   0.413160E+01   0.000000E+00  -0.787155E+01   0.188949E-08   0.572976E-06  -0.291174E-09
  2095   0.217112E+03   0.412144E+01   0.000000E+00  -0.767842E+01   0.188788E-08   0.570626E-06   0.343385E-09
  2096   0.216474E+03   0.411230E+01   0.000000E+00  -0.748654E+01   0.188627E-08   0.568266E-06   0.974856E-09
  2097   0.215827E+03   0.410417E+01   0.000000E+00  -0.729595E+01   0.188466E-08   0.565895E-06   0.160317E-08
  2098   0.215171E+03   0.409704E+01   0.000000E+00  -0.710677E+01   0.188306E-08   0.563515E-06   0.222825E-08
  2099   0.214505E+03   0.409091E+01   0.000000E+00  -0.691902E+01   0.188145E-08   0.561125E-06   0.285003E-08
  2100   0.213830E+03   0.408577E+01   0.000000E+00  -0.673277E+01   0.187985E-08   0.558726E-06   0.346844E-08
  2101   0.213146E+03   0.408162E+01   0.000000E+00  -0.654807E+01   0.187825E-08   0.556318E-06   0.408341E-08
  2102   0.212453E+03   0.407843E+01   0.000000E+00  -0.636498E+01   0.187665E-08   0.553901E-06   0.469490E-08
  2103   0.211751E+03   0.407622E+01   0.000000E+00  -0.618355E+01   0.187506E-08   0.551476E-06   0.530288E-08
  2104   0.211040E+03   0.407497E+01   0.000000E+00  -0.600386E+01   0.187346E-08   0.549042E-06   0.590733E-08
  2105   0.210321E+03   0.407468E+01   0.000000E+00  -0.582594E+01   0.187187E-08   0.546600E-06   0.650821E-08
  2106   0.209593E+03   0.407532E+01   0.000000E+00  -0.564984E+01   0.187028E-08   0.544151E-06   0.710548E-08
  2107   0.208858E+03   0.407690E+01   0.000000E+00  -0.547562E+01   0.186869E-08   0.541694E-06   0.769913E-08
  2108   0.208113E+03   0.407941E+01   0.000000E+00  -0.530334E+01   0.186711E-08   0.539230E-06   0.828911E-08
  2109   0.207362E+03   0.408282E+01   0.000000E+00  -0.513305E+01   0.186552E-08   0.536758E-06   0.887539E-08
  2110   0.206603E+03   0.408715E+01   0.000000E+00  -0.496479E+01   0.186394E-08   0.534280E-06   0.945795E-08
  2111   0.205837E+03   0.409237E+01   0.000000E+00  -0.479861E+01   0.186236E-08   0.531794E-06   0.100368E-07
  2112   0.205064E+03   0.409848E+01   0.000000E+00  -0.463458E+01   0.186078E-08   0.529303E-06   0.106118E-07
  2113   0.204284E+03   0.410546E+01   0.000000E+00  -0.447270E+01   0.185921E-08   0.526805E-06   0.111830E-07
  2114   0.203497E+03   0.411331E+01   0.000000E+00  -0.431306E+01   0.185763E-08   0.524301E-06   0.117503E-07
  2115   0.202704E+03   0.412200E+01   0.000000E+00  -0.415566E+01   0.185606E-08   0.521791E-06   0.123138E-07
  2116   0.201904E+03   0.413153E+01   0.000000E+00  -0.400057E+01   0.185449E-08   0.519276E-06   0.128733E-07
  2117   0.201098E+03   0.414190E+01   0.000000E+00  -0.384781E+01   0.185292E-08   0.516755E-06   0.134289E-07
  2118   0.200285E+03   0.415307E+01   0.000000E+00  -0.369745E+01   0.185136E-08   0.514229E-06   0.139805E-07
  2119   0.199467E+03   0.416504E+01   0.000000E+00  -0.354951E+01   0.184979E-08   0.511698E-06   0.145281E-07
  2120   0.198643E+03   0.417781E+01   0.000000E+00  -0.340403E+01   0.184823E-08   0.509163E-06   0.150717E-07
